StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,I02,I03,I04,I05,I06,I07,C01,C02,C03,I08_1,I09_1,Q01_1,T01_First Click,T01_Last Click,T01_Page Submit,T01_Click Count,Q02_1,T02_First Click,T02_Last Click,T02_Page Submit,T02_Click Count,Q03_1,T03_First Click,T03_Last Click,T03_Page Submit,T03_Click Count,Q04_1,T04_First Click,T04_Last Click,T04_Page Submit,T04_Click Count,Q05_1,T05_First Click,T05_Last Click,T05_Page Submit,T05_Click Count,Q06_1,T06_First Click,T06_Last Click,T06_Page Submit,T06_Click Count,Q07_1,T07_First Click,T07_Last Click,T07_Page Submit,T07_Click Count,Q08_1,T08_First Click,T08_Last Click,T08_Page Submit,T08_Click Count,Q09_1,T09_First Click,T09_Last Click,T09_Page Submit,T09_Click Count,Q10_1,T10_First Click,T10_Last Click,T10_Page Submit,T10_Click Count,Q11_1,T11_First Click,T11_Last Click,T11_Page Submit,T11_Click Count,Q12_1,T12_First Click,T12_Last Click,T12_Page Submit,T12_Click Count,Q13_1,T13_First Click,T13_Last Click,T13_Page Submit,T13_Click Count,Q14_1,T14_First Click,T14_Last Click,T14_Page Submit,T14_Click Count,Q15_1,T15_First Click,T15_Last Click,T15_Page Submit,T15_Click Count
4/28/2020 12:39,4/28/2020 12:54,0,73.53.232.73,100,916,1,4/28/2020 12:54,R_pydP0BVW8rCf1Zv,,,,,30.28840637,-81.63610077,anonymous,EN,1,46,1,5,1,8,"2,4,10,12,14,28,29,31",5,5,6,5,3,119.693,119.693,123.116,1,5,17.183,17.183,20.046,1,3,30.749,30.749,32.055,1,3,33.289,33.289,34.661,1,4,27.41,27.41,28.691,1,3,29.023,29.023,30.146,1,7,52.085,52.085,55.741,1,3,31.363,31.363,33.42,1,3,71.935,71.935,81.95,1,7,83.711,86.347,87.807,2,2,54.296,54.296,56.178,1,2,22.875,22.875,24.021,1,2,53.807,55.361,58.312,2,5,23.049,23.049,25.934,1,5,24.113,24.113,25.283,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 12:52,4/28/2020 13:03,0,69.138.0.136,100,663,1,4/28/2020 13:03,R_3EBccj1NTVqDPsz,,,,,39.32980347,-76.63500214,anonymous,EN,1,27,2,4,1,6,"1,2,5,9,13,14,17,20,27,28,29,30,32,36",30,4,2,6,5,29.707,30.601,31.521,2,6,11.54,11.54,13.525,1,3,16.272,17.232,17.906,2,4,17.194,17.194,21.581,1,7,30.983,33.395,34.375,3,3,34.716,34.716,35.498,1,5,66.583,66.583,67.395,1,3,22.116,22.116,22.908,1,7,3.392,26.65,27.519,3,3,11.812,11.812,12.589,1,1,33.345,37.88,40.457,4,1,21.535,22.555,23.316,2,2,65.59,66.542,67.161,2,5,16.01,16.01,16.761,1,4,15.819,15.819,16.749,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/27/2020 15:50,4/28/2020 15:05,0,73.92.99.240,100,83707,1,4/28/2020 15:05,R_2YeUnI5R8cTCVfT,,,,,37.92849731,-121.6880951,anonymous,EN,1,45,1,6,1,8,"1,2,4,6,10,11,12,13,14,15,17,19,20,21,22,25,28,30,32,33,34",5,4,1,1,4,6.32,6.32,7.514,1,4,4.807,4.807,6.448,1,4,10.092,10.092,11.626,1,4,6.946,8.642,10.377,2,4,12.413,12.413,13.822,1,7,15.068,15.068,16.527,1,7,14.508,14.508,16.106,1,4,5.2,5.2,6.761,1,1,20.373,20.373,22.043,1,4,10.993,10.993,13.758,1,5,79156.964,79156.964,79158.726,1,6,14.34,14.34,15.73,1,1,4219.883,4219.883,4222.113,1,2,21.203,21.203,23.449,1,2,22.658,22.658,26.801,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 15:26,4/28/2020 16:12,0,86.91.5.40,100,2750,1,4/28/2020 16:12,R_2t67QVNMC0oN7b1,,,,,51.46139526,5.801895142,anonymous,EN,1,22,1,4,2,1,,8,8,3,1,7,41.996,41.996,45.175,1,3,44.537,44.537,46.285,1,7,72.53,72.53,75.275,1,1,32.984,32.984,37.171,1,7,32.244,32.244,34.223,1,7,33.061,33.061,34.234,1,7,136.953,136.953,137.85,1,5,67.396,67.396,88.726,1,3,274.633,274.633,276.873,1,2,114.34,114.34,116.779,1,4,158.332,235.815,236.548,3,2,53.556,53.556,55.465,1,3,71.747,71.747,74.623,1,6,54.813,74.071,75.14,2,6,71.905,75.53,76.447,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 16:14,4/28/2020 16:25,0,68.39.108.105,100,677,1,4/28/2020 16:25,R_2y8XB0R0WJqjjP4,,,,,40.39900208,-86.85749817,anonymous,EN,2,26,7,3,1,3,"1,2,3,4,6,7,9,10,11,12,14,17,19,20,21,22,24,25,28,29,30,31,32,34",10,4,3,1,5,4.01,30.908,31.649,4,3,17.819,17.819,18.659,1,4,1.901,25.176,26.372,6,1,32.765,37.916,38.34,3,7,1.333,29.837,30.259,5,7,11.027,19.579,20.088,5,7,15.486,62.045,62.777,10,7,8.997,27.78,28.667,5,7,13.974,32.025,32.599,7,4,1.179,20.101,21.105,8,7,23.592,62.65,63.208,9,4,25.648,44.925,45.355,4,7,9.492,31.49,32.271,8,1,3.32,28.919,30.103,3,1,16.049,22.67,23.458,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 16:14,4/28/2020 16:26,0,174.192.145.47,100,702,1,4/28/2020 16:26,R_1F8pmBb7C9oQnzJ,,,,,42.95159912,-88.2963028,anonymous,EN,2,22,4,5,1,3,,10,10,1,4,1,16.194,37.027,37.972,6,3,17.481,26.896,27.791,4,6,13.619,28.637,29.632,6,3,16.136,22.292,28.009,4,5,25.34,35.501,36.551,3,3,16.681,30.164,32.127,4,7,25.444,62.363,66.092,6,1,12.203,19.887,21.296,4,7,12.541,38.825,39.935,5,4,32.725,35.418,36.211,4,7,23.513,61.277,62.874,5,7,25.28,33.341,35.113,5,7,15.834,29.988,31.933,5,1,11.404,12.881,22.042,3,1,22.097,25.521,27.649,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 17:35,4/28/2020 17:45,0,103.217.177.8,100,573,1,4/28/2020 17:45,R_1g6jkRycbLwM0Uu,,,,,33.69749451,73.01460266,anonymous,EN,2,31,1,6,2,5,"1,9,11,12,13,14,21,35",10,4,1,1,2,16.447,26.014,27.209,5,1,8.542,17.936,19.117,4,3,11.765,20.734,23.087,5,4,1.549,27.921,29.176,9,5,13.72,21.781,26.655,4,6,9.54,39.533,41.417,8,7,7.588,16.843,18.601,4,1,6.079,13.53,14.41,4,7,3.972,21.296,22.552,10,6,11.366,34.912,36.856,8,7,3.29,26.985,27.821,12,7,1.149,18.159,19.451,5,6,2.686,27.067,28.48,4,1,13.353,14.266,18.118,3,6,0.841,45.031,46.001,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 17:26,4/28/2020 17:46,0,107.3.112.5,100,1223,1,4/28/2020 17:46,R_3G3apJu1AGwDFIc,,,,,41.33340454,-72.30570221,anonymous,EN,2,40,1,6,1,7,"1,2,9,10,11,12,13,14,17,20,21,22,23,28,29",30,30,4,4,4,1.467,19.342,20.925,7,7,3.206,18.078,19.211,4,6,13.143,24.03,26.319,4,1,3.196,36.382,37.529,7,3,16.879,18.271,21.584,3,4,11.645,27.96,29.319,7,7,16.443,31.949,33.371,4,5,6.453,25.46,26.79,7,6,4.612,20.057,21.544,7,5,20.337,37.595,39.223,5,7,2.758,42.144,43.79,9,4,13.849,22.953,24.841,4,1,17.282,33.725,36.125,4,6,26.694,29.905,31.247,6,6,2.398,16.281,17.586,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 18:38,4/28/2020 18:46,0,71.12.46.113,100,461,1,4/28/2020 18:46,R_3fDfVBaoOUVouPt,,,,,33.14520264,-97.06990051,anonymous,EN,2,40,1,3,1,4,,1,1,5,4,1,10.841,10.841,12.847,1,6,7.763,7.763,12.029,1,7,7.167,7.167,11.802,1,4,7.601,7.601,13.147,1,7,5.399,5.399,16.782,1,7,8.202,8.202,11.849,1,7,11.945,11.945,14.523,1,1,4.174,4.174,8.4,1,6,15.849,15.849,19.2,1,1,8.084,8.084,11.24,1,3,31.601,36.413,38.461,3,1,7.331,7.331,13.794,1,3,8.273,9.845,12.769,2,4,3.673,3.673,5.753,1,3,4.601,8.306,9.474,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 18:57,4/28/2020 19:20,0,173.233.1.232,100,1388,1,4/28/2020 19:20,R_ZJjQPX8Wcy0WvND,,,,,40.68499756,-80.10710144,anonymous,EN,1,27,1,6,1,4,,15,15,3,5,1,49.304,49.304,50.693,1,6,87.738,87.738,90.61,1,6,30.078,30.078,34.967,1,5,25.812,25.812,28.117,1,4,30.724,30.724,31.816,1,3,32.837,32.837,36.971,1,7,78.26,78.26,79.213,1,4,21.517,30.305,31.756,2,3,130.312,130.312,134.52,1,5,41.382,41.382,42.748,1,3,138.798,138.798,140.354,1,1,29.246,29.246,30.754,1,6,61.767,90.851,95.204,2,2,56.019,56.019,77.6,1,1,29.755,29.755,31.408,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 19:05,4/28/2020 19:22,0,24.154.102.106,100,1018,1,4/28/2020 19:22,R_3O8mA5T9BQxjPcd,,,,,40.68499756,-80.10710144,anonymous,EN,1,62,1,7,1,9,"1,4,9,10,11,12,13,14,19,20,27,29,35",60,60,2,4,1,69.625,69.625,71.181,1,1,29.445,29.445,30.885,1,6,40.886,40.886,42.341,1,3,55.652,55.652,57.749,1,7,28.172,28.172,48.495,1,6,28.647,28.647,30.49,1,7,63.263,63.263,64.805,1,3,35.804,35.804,37.419,1,7,26.039,26.039,29.301,1,6,29.146,29.146,30.64,1,2,52.456,52.456,61.922,1,2,38.743,38.743,40.19,1,4,78.211,78.211,80.242,1,3,38.811,38.811,40.355,1,3,49.193,49.193,50.75,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 19:57,4/28/2020 20:06,0,24.88.235.164,100,565,1,4/28/2020 20:06,R_30wow4YAQmcnUQZ,,,,,34.95410156,-78.73950195,anonymous,EN,1,17,1,4,1,1,,31,31,4,7,1,23.62,23.62,24.861,1,6,9.656,9.656,16.427,1,6,22.399,22.399,26.337,1,5,16.315,19.341,27.428,3,7,22.252,26.077,29.617,2,5,17.208,17.208,21.177,1,7,27.297,27.297,31.546,1,1,29.406,29.406,30.648,1,7,41.725,41.725,45.257,1,2,23.474,25.385,40.979,2,3,38.248,38.248,40.898,1,2,17.63,17.63,19.176,1,7,15.022,15.022,28.252,1,1,12.166,12.166,21.044,1,1,24.524,24.524,30.431,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 20:03,4/28/2020 20:14,0,137.83.126.44,100,673,1,4/28/2020 20:14,R_A5wnH3GvFX56fYJ,,,,,38.90910339,-77.02030182,anonymous,EN,1,27,1,7,1,7,"1,9,10,12,14,19,20",4,4,3,1,3,3.466,19.375,20.443,5,3,3.176,89.611,90.423,10,4,2.838,8.493,10.013,6,2,9.935,18.449,19.439,6,3,4.446,18.998,20.06,3,5,5.869,40.017,40.971,8,3,1.258,33.531,34.744,6,3,1.746,8.771,9.827,4,3,2.397,32.272,35.301,9,5,14.42,21.866,23.018,5,3,2.272,19.582,20.81,9,2,5.489,16.507,17.59,6,6,2.492,23.35,25.182,4,3,7.395,19.642,20.46,4,3,1.434,27.241,28.413,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 11:07,4/28/2020 20:21,0,50.101.15.0,100,33228,1,4/28/2020 20:21,R_2XaFo0MKUnykoTe,,,,,43.44369507,-79.75640106,anonymous,EN,2,66,1,7,2,10,,1,1,4,2,1,19.149,19.149,20.93,1,3,14.94,14.94,16.09,1,7,17.583,39.342,44.8,2,5,44.765,44.765,46.133,1,7,23.849,23.849,25.058,1,7,45.813,45.813,46.855,1,2,97.483,97.483,98.956,1,1,24.658,24.658,26.401,1,7,40.343,40.343,43.277,1,5,32.531,32.531,33.63,1,4,56.286,56.286,58.998,1,4,29.94,29.94,31.239,1,7,48.778,48.778,49.873,1,4,18.302,18.302,19.371,1,6,33.963,33.963,35.029,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 20:35,4/28/2020 21:00,0,108.175.231.141,100,1466,1,4/28/2020 21:00,R_5BiYucYrhVUiqad,,,,,43.67520142,-79.34719849,anonymous,EN,1,40,1,7,2,9,,30,30,1,1,4,47.843,47.843,50.886,1,2,23.819,23.819,44.845,1,2,130.64,162.327,173.663,2,2,57.042,57.042,58.171,1,4,51.966,51.966,52.826,1,4,64.952,64.952,68.927,1,4,70.028,70.028,76.305,1,3,65.316,65.316,67.916,1,4,65.638,65.638,75.116,1,6,50.617,50.617,52.687,1,4,45.688,128.523,133.386,3,4,28.309,28.309,29.956,1,7,30.403,30.403,31.692,1,6,22.587,62.881,65.151,2,2,67.09,67.09,68.721,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 22:38,4/28/2020 22:48,0,73.154.131.235,100,644,1,4/28/2020 22:48,R_2CJlpYKx7yrLzPp,,,,,40.43240356,-79.92469788,anonymous,EN,2,26,1,6,1,6,,4,4,4,6,2,2.216,42.654,44.283,7,6,2.03,16.085,16.99,2,6,1.705,22.033,22.987,8,4,0.276,25.171,26.236,8,5,3.822,22.744,24.389,4,4,4.196,20.475,21.397,5,7,28.999,30.152,30.765,2,1,3.8,34.624,35.621,8,7,3.722,45.797,46.903,12,2,1.963,22.837,24.229,3,4,4.208,52.45,53.349,4,5,27.725,28.545,29.89,2,5,20.622,37.808,39.137,4,4,28.373,36.146,37.25,5,1,23.19,23.832,24.777,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2020 11:11,4/28/2020 23:20,0,76.226.69.1,100,43740,1,4/28/2020 23:20,R_2DMu3G9nXqjM2So,,,,,37.5428009,-122.2971039,anonymous,EN,1,47,1,7,1,9,"1,6,9,11,12,13,20,22,26,28,29,31",2,2,2,5,2,66.377,66.377,83.344,1,3,17.686,17.686,19.731,1,2,22.302,22.302,30.658,1,1,26.127,26.127,28.313,1,3,27.109,27.109,29.594,1,2,6.512,34.04,35.183,3,7,25.936,25.936,28.134,1,3,21.847,21.847,23.731,1,6,37.096,37.096,38.054,1,5,37.028,37.028,38.623,1,2,35.168,35.168,36.912,1,1,24.462,24.462,26.127,1,7,21.623,21.623,26.14,1,2,23.678,37.742,52.747,2,2,23.676,43.5,46.653,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/22/2020 7:12,4/22/2020 7:24,0,188.130.155.154,38,710,0,4/29/2020 7:24,R_3fxeOlYyzIe8KPQ,,,,,,,anonymous,EN,1,23,2,7,2,1,,4,3,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,179.594,185.021,188.164,2,5,144.913,144.913,154.911,1,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 9:07,4/29/2020 9:18,0,49.196.21.51,100,679,1,4/29/2020 9:18,R_2aXCLMdycIHrRfT,,,,,-31.96330261,115.8608093,anonymous,EN,1,29,1,6,2,6,"1,2,6,10,11,12,14,17,20,22,31",0,0,4,1,1,4.034,18.066,19.508,9,2,6.013,9.801,10.116,4,2,2.184,8.916,11.618,3,1,5.411,11.161,12.01,4,3,2.241,46.91,49.57,4,7,67.73,70.582,71.392,3,2,2,66.64,67.266,7,5,8.751,37.921,38.457,8,7,26.39,31.214,31.877,4,5,2.981,27.731,29.231,10,7,5.25,19.502,20.709,4,1,10.739,12.719,16.647,3,4,2.556,19.352,22.355,3,7,9.137,17.916,18.824,5,1,8.903,42.901,44.178,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 10:01,4/29/2020 10:13,0,107.77.213.234,100,739,1,4/29/2020 10:13,R_2QR0KwGLWLTbJEM,,,,,38.26699829,-122.0439987,anonymous,EN,2,52,1,4,1,7,,6,6,6,6,5,9.344,36.331,36.925,8,4,20.837,23.147,23.924,2,3,10.443,24.102,25.539,5,2,13.571,27.2,30.654,6,3,14.909,35.195,35.919,4,5,17.319,25.102,25.686,5,6,16.311,32.849,37.708,6,1,15.762,35.922,36.984,6,4,7.8,37.575,39.577,15,6,7.585,36.213,37.706,11,3,11.185,42.261,43.272,14,2,13.617,23.959,24.899,4,7,17.972,33.392,36.218,7,7,12.473,13.698,14.401,2,7,18.005,25.1,25.932,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 12:42,4/29/2020 13:50,0,12.105.228.18,100,4111,1,4/29/2020 13:50,R_3CPA0r6U4ydEtRO,,,,,32.81919861,-117.1002045,anonymous,EN,1,38,1,7,1,10,"1,2,5,8,13,17,22,27",2,3,4,2,7,18.004,18.004,18.537,1,3,15.846,15.846,16.726,1,6,22.671,22.671,23.338,1,1,17.354,17.354,18.285,1,7,50.195,50.195,50.901,1,7,18.125,18.125,18.776,1,7,30.176,30.176,30.93,1,4,10.686,10.686,11.402,1,4,11.397,11.397,13.08,1,7,18.679,18.679,19.367,1,1,10.93,10.93,12.32,1,1,5.084,5.084,7.019,1,1,7.487,7.487,8.491,1,4,16.025,16.025,16.677,1,4,848.445,848.445,849.209,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 14:24,4/29/2020 14:47,0,104.14.248.246,100,1364,1,4/29/2020 14:47,R_2bPHS2xFm6xdf8Y,,,,,33.87890625,-117.5353012,anonymous,EN,1,54,1,4,1,9,"2,6,7,9,10,11,12,13,14,17,20,22,23,26,27,28,29,32,33",30,30,4,6,1,22.302,68.323,68.891,9,5,15.219,36.736,37.49,8,1,34.598,64.134,65.995,4,5,10.601,27.204,28.614,3,7,27.115,126.413,128.285,13,2,9.318,83.793,84.315,11,7,9.301,32.478,33.578,3,1,25.968,38.333,39.46,6,4,8.074,38.575,39.448,4,5,29.308,46.756,47.465,4,1,32.923,130.385,132.986,18,1,11.75,109.529,114.801,13,7,28.199,90.808,94.378,15,1,13.392,13.392,19.564,1,1,23.282,26.083,33.188,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 15:52,4/29/2020 16:03,0,47.156.197.48,100,644,1,4/29/2020 16:03,R_1DLT7tT7S1ZxUAV,,,,,34.47019958,-117.1880951,anonymous,EN,1,37,1,4,1,9,,5,5,6,4,5,33.749,33.749,38.71,1,2,59.968,62.984,63.991,2,2,14.194,14.194,15.097,1,2,7.995,27.628,30.906,3,2,28.338,30.362,31.56,2,5,13.945,15.681,18.312,2,7,40.486,40.486,41.396,1,3,36.303,36.303,39.63,1,3,83.741,83.741,86.636,1,6,19.441,19.441,20.199,1,2,35.78,35.78,37.483,1,1,9.568,9.568,15.672,1,3,21.964,21.964,25.665,1,3,20.993,20.993,22.312,1,2,18.303,18.303,21.533,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 16:24,4/29/2020 16:41,0,82.197.169.143,100,986,1,4/29/2020 16:41,R_2XnzMsWhB6eBTBo,,,,,47.36639404,8.554595947,anonymous,EN,1,30,1,7,2,9,,1,1,1,1,6,0.415,53.695,54.67,7,3,52.68,52.68,54.07,1,5,45.716,46.812,48.643,2,1,0.492,57.72,60.229,21,1,1.055,43.503,44.156,10,2,0.774,20.309,21.285,3,6,1.544,80.854,81.801,25,7,41.033,41.033,41.725,1,1,77.635,78.934,79.698,3,7,30.489,30.489,31.426,1,2,1.123,84.942,86.044,30,1,45.042,45.042,46.11,1,1,74.76,79.703,80.286,5,7,1.436,44.4,45.195,3,7,0.443,53.502,54.188,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 16:46,4/29/2020 17:01,0,73.170.171.190,100,887,1,4/29/2020 17:01,R_3Ra6RiffQOor4S2,,,,,37.92689514,-122.3312988,anonymous,EN,2,58,1,6,1,7,,6,6,2,1,4,43.487,47.407,48.357,2,1,16.274,16.274,18.35,1,4,24.184,24.184,25.669,1,6,42.874,42.874,46.608,1,6,25.717,25.717,28.669,1,7,20.281,20.281,22.356,1,7,53.191,53.191,54.265,1,1,30.153,30.153,32.985,1,2,86.338,86.338,97.882,1,7,23.999,23.999,26.977,1,5,69.103,69.103,70.323,1,3,31.415,31.415,34.536,1,7,32.88,32.88,43.435,1,1,60.834,60.834,61.756,1,1,27.236,27.236,35.411,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 17:55,4/29/2020 18:23,0,71.56.79.53,100,1677,1,4/29/2020 18:23,R_2xVHTLUcNtHjO5d,,,,,33.86540222,-84.33850098,anonymous,EN,1,28,1,6,1,1,,200,200,1,3,3,1.611,53.547,57.461,15,2,1.202,38.062,39.452,18,5,2.396,51.901,54.597,10,3,15.247,42.337,43.322,8,7,1.229,33.766,34.798,10,3,3.784,34.567,35.763,12,6,9.844,229.142,230.175,36,5,1.547,82.135,83.088,25,4,1.241,63.373,64.671,19,5,1.933,68.829,70.607,14,7,2.394,133.468,134.53,32,6,1.577,52.557,54.437,20,3,9.676,57.967,59.325,22,1,0.918,55.346,58.634,28,2,6.181,60.169,64.868,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 21:45,4/29/2020 22:36,0,76.190.176.176,100,3063,1,4/29/2020 22:36,R_1GNqEQY9G27DGIV,,,,,41.7059021,-81.1996994,anonymous,EN,2,51,1,4,1,5,"1,7,9,10,11,14,17,20,22,23,26,28,35",60,,1,3,1,1.649,23.274,24.608,8,7,12.029,24.168,25.566,5,7,4.187,40.571,46.173,10,3,1.158,43.976,45.356,11,7,0.94,34.823,36.272,11,7,4.784,51.839,52.23,15,7,6.377,12.446,13.656,5,1,14.397,24.356,32.8,4,5,4.261,35.02,36.364,8,4,18.186,31.208,38.888,3,4,2.947,20.971,22.82,4,5,9.017,26.957,28.401,6,6,0.874,42.101,44.687,8,1,11.781,12.173,15.016,2,1,4.661,26.727,27.962,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/29/2020 22:18,4/29/2020 22:38,0,209.159.225.188,100,1222,1,4/29/2020 22:38,R_1ik8EQlP5TgZ3T2,,,,,44.14149475,-103.2052002,anonymous,EN,1,42,1,6,1,6,,12,12,4,3,1,27.822,50.429,53.634,2,7,15.916,15.916,17.044,1,7,22.095,31.568,33.539,4,7,22.955,22.955,26.079,1,2,118.134,119.551,122.346,2,2,26.749,28.731,29.96,2,7,29.732,29.732,32.62,1,1,32.386,34.402,36.797,2,7,20.728,75.159,76.27,2,2,44.719,44.719,48.161,1,1,54.676,74.615,76.57,3,1,33.1,35.282,36.662,2,6,25.818,99.888,106.463,11,7,16.652,16.652,20.079,1,3,29.504,32.97,34.129,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
